NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
POLR1G	1	ENSG00000117877	
DHCR7	1	ENSG00000172893	
MT-CO3	1	ENSG00000198938	
JRK	1	ENSG00000234616	
PCCA	1	ENSG00000175198	
NPIPB4	1	ENSG00000185864	
ALPK1	1	ENSG00000073331	
SUSD5	1	ENSG00000173705	
HP	1	ENSG00000257017	
FDXACB1	1	ENSG00000255561	
LIMS4	1	ENSG00000256671	
CBX4	1	ENSG00000141582	
TMEM8B	1	ENSG00000137103	
CLDN4	1	ENSG00000189143	
AGBL4	1	ENSG00000186094	
NOSIP	1	ENSG00000142546	
ARHGEF4	1	ENSG00000136002	
SMARCA5	1	ENSG00000153147	
SAMD9	1	ENSG00000205413	
OAS3	1	ENSG00000111331	
EFCAB11	1	ENSG00000140025	
USP49	1	ENSG00000164663	
CDC25C	1	ENSG00000158402	
LDAF1	1	ENSG00000011638	
KLHL2	1	ENSG00000109466	
PNPO	1	ENSG00000108439	
PKIB	1	ENSG00000135549	
CPNE8	1	ENSG00000139117	
MLIP	1	ENSG00000146147	
PHKG1	1	ENSG00000164776	
EEF1AKMT2	1	ENSG00000203791	
SUSD6	1	ENSG00000100647	
RRP7BP	1	ENSG00000182841	
RASSF8	1	ENSG00000123094	
NOL6	1	ENSG00000165271	
NPIPP1	1	ENSG00000188599	
MRPL34	1	ENSG00000130312	
GPC1	1	ENSG00000063660	
HINFP	1	ENSG00000172273	
RCN1	1	ENSG00000049449	
CDC6	1	ENSG00000094804	
WDR41	1	ENSG00000164253	
PDE7A	1	ENSG00000205268	
HECW1	1	ENSG00000002746	
BLMH	1	ENSG00000108578	
SLC13A4	1	ENSG00000164707	
ZNF708	1	ENSG00000182141	
AIRIM	1	ENSG00000116922	
TASP1	1	ENSG00000089123	
ZG16	1	ENSG00000174992	
GLRX5	1	ENSG00000182512	
CNP	1	ENSG00000173786	
VPS35	1	ENSG00000069329	
BDH1	1	ENSG00000161267	
ASRGL1	1	ENSG00000162174	
NEDD9	1	ENSG00000111859	
RPL21P93	1	ENSG00000229605	
LDB3	1	ENSG00000122367	
PLA2G4D	1	ENSG00000159337	
HACE1	1	ENSG00000085382	
RPS27AP5	1	ENSG00000231767	
ZNF596	1	ENSG00000172748	
NTN5	1	ENSG00000142233	
HSP90AB7P	1	ENSG00000235838	
USP12	1	ENSG00000152484	
ZFYVE21	1	ENSG00000100711	
CXCL16	1	ENSG00000161921	
KCNJ5	1	ENSG00000120457	
TXNDC11	1	ENSG00000153066	
ULK2	1	ENSG00000083290	
TNFRSF12A	1	ENSG00000006327	
AMOTL1	1	ENSG00000166025	
EXTL2	1	ENSG00000162694	
C2orf49	1	ENSG00000135974	
TEX9	1	ENSG00000151575	
RCOR3	1	ENSG00000117625	
PBK	1	ENSG00000168078	
ORC4	1	ENSG00000115947	
TSPYL1	1	ENSG00000189241	
CORO1C	1	ENSG00000110880	
YWHAB	1	ENSG00000166913	
EAF1	1	ENSG00000144597	
ANXA1	1	ENSG00000135046	
PTP4A2	1	ENSG00000184007	
AFF3	1	ENSG00000144218	
TGFBR3	1	ENSG00000069702	
COQ5	1	ENSG00000110871	
APLP2	1	ENSG00000084234	
BLOC1S2	1	ENSG00000196072	
TIPIN	1	ENSG00000075131	
POC1B-GALNT4	1	ENSG00000259075	
RPL11	1	ENSG00000142676	
PRKACA	1	ENSG00000072062	
CEP112	1	ENSG00000154240	
RCE1	1	ENSG00000173653	
GIMAP1	1	ENSG00000213203	
SLC2A9	1	ENSG00000109667	
NDUFA4	1	ENSG00000189043	
ZNF3	1	ENSG00000166526	
SDHB	1	ENSG00000117118	
EXOC1	1	ENSG00000090989	
MGME1	1	ENSG00000125871	
S100A2	1	ENSG00000196754	
ZBTB8OS	1	ENSG00000176261	
GNAI2	1	ENSG00000114353	
RPS26	1	ENSG00000197728	
ABCE1	1	ENSG00000164163	
REXO2	1	ENSG00000076043	
ZNF419	1	ENSG00000105136	
COL8A1	1	ENSG00000144810	
LRRC27	1	ENSG00000148814	
SAMD8	1	ENSG00000156671	
ZNF2	1	ENSG00000275111	
METTL6	1	ENSG00000206562	
WDR3	1	ENSG00000065183	
HMGXB4	1	ENSG00000100281	
RICTOR	1	ENSG00000164327	
MRPS18C	1	ENSG00000163319	
ICE2	1	ENSG00000128915	
OSGEPL1	1	ENSG00000128694	
MYCBP	1	ENSG00000214114	
CAPZA1	1	ENSG00000116489	
TMEM80	1	ENSG00000177042	
VPS29	1	ENSG00000111237	
CDKN3	1	ENSG00000100526	
ARL4D	1	ENSG00000175906	
LRRC40	1	ENSG00000066557	
AMD1	1	ENSG00000123505	
LRTOMT	1	ENSG00000284922	
TTC4	1	ENSG00000243725	
ZNG1B	1	ENSG00000136682	
CUTA	1	ENSG00000112514	
UBAP2	1	ENSG00000137073	
DCTN6	1	ENSG00000104671	
PRXL2C	1	ENSG00000158122	
CD109	1	ENSG00000156535	
PRKAA1	1	ENSG00000132356	
CLDND1	1	ENSG00000080822	
MAP7D1	1	ENSG00000116871	
SEC16A	1	ENSG00000148396	
EBNA1BP2	1	ENSG00000117395	
RPL13	1	ENSG00000167526	
STAM	1	ENSG00000136738	
EHBP1	1	ENSG00000115504	
MGA	1	ENSG00000174197	
EFR3A	1	ENSG00000132294	
PPID	1	ENSG00000171497	
VPS4B	1	ENSG00000119541	
NIT2	1	ENSG00000114021	
THBS2	1	ENSG00000186340	
OR5AU1	1	ENSG00000169327	
RBM34	1	ENSG00000188739	
RIOK2	1	ENSG00000058729	
COBLL1	1	ENSG00000082438	
MED28	1	ENSG00000118579	
DGKB	1	ENSG00000136267	
VPS26A	1	ENSG00000122958	
MED15	1	ENSG00000099917	
MICOS10	1	ENSG00000173436	
CEP350	1	ENSG00000135837	
TCEA1	1	ENSG00000187735	
MAP3K2	1	ENSG00000169967	
MRRF	1	ENSG00000148187	
WWC3	1	ENSG00000047644	
TMEM54	1	ENSG00000121900	
BAG1	1	ENSG00000107262	
GNAS	1	ENSG00000087460	
NUDT15	1	ENSG00000136159	
TRIM16L	1	ENSG00000108448	
ZFAND2A	1	ENSG00000178381	
HOATZ	1	ENSG00000183644	
MTATP6P1	1	ENSG00000248527	
ASB8	1	ENSG00000177981	
GSS	1	ENSG00000100983	
ACSL6	1	ENSG00000164398	
PDGFA	1	ENSG00000197461	
EIF3I	1	ENSG00000084623	
LSM3	1	ENSG00000170860	
SEC61B	1	ENSG00000106803	
ZC3H7B	1	ENSG00000100403	
TRNAU1AP	1	ENSG00000180098	
CENPNP1	1	ENSG00000233671	
CNOT8	1	ENSG00000155508	
H2AC19	1	ENSG00000288859	
RAD9B	1	ENSG00000151164	
PACC1	1	ENSG00000065600	
SPACA9	1	ENSG00000165698	
PRDX3	1	ENSG00000165672	
PEAK1	1	ENSG00000173517	
EIF2S1	1	ENSG00000134001	
KLHL5	1	ENSG00000109790	
STAT6	1	ENSG00000166888	
GALR1	1	ENSG00000166573	
STARD7	1	ENSG00000084090	
GPR87	1	ENSG00000138271	
MRPL57	1	ENSG00000173141	
PTMA	1	ENSG00000187514	
PPP1R14B	1	ENSG00000173457	
PPFIBP1	1	ENSG00000110841	
AFAP1	1	ENSG00000196526	
PTPN2	1	ENSG00000175354	
RPL6	1	ENSG00000089009	
NEGR1	1	ENSG00000172260	
GPNMB	1	ENSG00000136235	
GNS	1	ENSG00000135677	
NDUFC1	1	ENSG00000109390	
POLR2J2	1	ENSG00000228049	
POP7	1	ENSG00000172336	
LGALS3	1	ENSG00000131981	
CALM2	1	ENSG00000143933	
MRPS7	1	ENSG00000125445	
HES2	1	ENSG00000069812	
LIAS	1	ENSG00000121897	
TMEM65	1	ENSG00000164983	
AQP3	1	ENSG00000165272	
PITHD1	1	ENSG00000057757	
SOD1	1	ENSG00000142168	
SELENOS	1	ENSG00000131871	
PKM	1	ENSG00000067225	
MRE11	1	ENSG00000020922	
MYH11	1	ENSG00000133392	
ZFYVE9	1	ENSG00000157077	
PTGES2	1	ENSG00000148334	
IMMP2L	1	ENSG00000184903	
BORCS8	1	ENSG00000254901	
TPD52L1	1	ENSG00000111907	
SPTBN1	1	ENSG00000115306	
WDR82	1	ENSG00000164091	
ARHGEF3	1	ENSG00000163947	
IFITM3	1	ENSG00000142089	
STRN3	1	ENSG00000196792	
RPL13A	1	ENSG00000142541	
AKTIP	1	ENSG00000166971	
RNF2	1	ENSG00000121481	
DNAJC15	1	ENSG00000120675	
SEPHS2	1	ENSG00000179918	
SIN3A	1	ENSG00000169375	
YY1	1	ENSG00000100811	
FIP1L1	1	ENSG00000145216	
MKNK2	1	ENSG00000099875	
FAM117B	1	ENSG00000138439	
DCUN1D4	1	ENSG00000109184	
NFYB	1	ENSG00000120837	
UQCRHL	1	ENSG00000233954	
GUCD1	1	ENSG00000138867	
PHF21A	1	ENSG00000135365	
COA1	1	ENSG00000106603	
BLVRB	1	ENSG00000090013	
KARS1	1	ENSG00000065427	
GRSF1	1	ENSG00000132463	
FRRS1	1	ENSG00000156869	
PRKD2	1	ENSG00000105287	
SNX30	1	ENSG00000148158	
ALDH16A1	1	ENSG00000161618	
ATF1	1	ENSG00000123268	
KIN	1	ENSG00000151657	
RTRAF	1	ENSG00000087302	
OR7E38P	1	ENSG00000183444	
OTUB1	1	ENSG00000167770	
ATP5MK	1	ENSG00000173915	
SSRP1	1	ENSG00000149136	
SLMAP	1	ENSG00000163681	
SF3B3	1	ENSG00000189091	
TUSC3	1	ENSG00000104723	
MYO9A	1	ENSG00000066933	
ABI2	1	ENSG00000138443	
TOMM40	1	ENSG00000130204	
DPYSL3	1	ENSG00000113657	
KRCC1	1	ENSG00000172086	
LAGE3	1	ENSG00000196976	
SSR2	1	ENSG00000163479	
RPL36AL	1	ENSG00000165502	
FAF2	1	ENSG00000113194	
BORCS7	1	ENSG00000166275	
SPCS1	1	ENSG00000114902	
MED13	1	ENSG00000108510	
ATP11B	1	ENSG00000058063	
SCD5	1	ENSG00000145284	
WSB2	1	ENSG00000176871	
CDC42SE2	1	ENSG00000158985	
SCO1	1	ENSG00000133028	
TMEM213	1	ENSG00000214128	
CENPS-CORT	1	ENSG00000251503	
ZSCAN12	1	ENSG00000158691	
PSMD12	1	ENSG00000197170	
CYP51A1	1	ENSG00000001630	
CUL3	1	ENSG00000036257	
NDFIP2	1	ENSG00000102471	
DCTPP1	1	ENSG00000179958	
ODF2	1	ENSG00000136811	
GLRX	1	ENSG00000173221	
GSPT1	1	ENSG00000103342	
CENPU	1	ENSG00000151725	
NXF1	1	ENSG00000162231	
NDUFB5	1	ENSG00000136521	
GNL3	1	ENSG00000163938	
PER2	1	ENSG00000132326	
NTAQ1	1	ENSG00000156795	
ZPR1	1	ENSG00000109917	
NAA20	1	ENSG00000173418	
GPLD1	1	ENSG00000112293	
PALMD	1	ENSG00000099260	
CATIP	1	ENSG00000158428	
NMD3	1	ENSG00000169251	
RPLP2	1	ENSG00000177600	
SIAH1	1	ENSG00000196470	
DDX21	1	ENSG00000165732	
YPEL5	1	ENSG00000119801	
CCNK	1	ENSG00000090061	
SIRPB2	1	ENSG00000196209	
RNF34	1	ENSG00000170633	
MBTPS1	1	ENSG00000140943	
IFI27L2	1	ENSG00000119632	
PUM2	1	ENSG00000055917	
SLC2A8	1	ENSG00000136856	
UBE2R2	1	ENSG00000107341	
DARS1	1	ENSG00000115866	
ZNF629	1	ENSG00000102870	
MAD2L1BP	1	ENSG00000124688	
MOB4	1	ENSG00000115540	
MRPS28	1	ENSG00000147586	
TYW5	1	ENSG00000162971	
FLYWCH1	1	ENSG00000059122	
POLK	1	ENSG00000122008	
IQGAP1	1	ENSG00000140575	
CATSPERZ	1	ENSG00000219435	
TOM1L2	1	ENSG00000175662	
MRPS25	1	ENSG00000131368	
EEF1AKMT3	1	ENSG00000123427	
PLEK2	1	ENSG00000100558	
EPM2A	1	ENSG00000112425	
ZFHX3	1	ENSG00000140836	
PDK1	1	ENSG00000152256	
MRPS18A	1	ENSG00000096080	
LSM14A	1	ENSG00000257103	
AKT2	1	ENSG00000105221	
CCAR1	1	ENSG00000060339	
ANKRD13A	1	ENSG00000076513	
TMEM243	1	ENSG00000135185	
MARCHF1	1	ENSG00000145416	
F8A1	1	ENSG00000288722	
CAP1	1	ENSG00000131236	
NEK5	1	ENSG00000197168	
C5	1	ENSG00000106804	
SMC1A	1	ENSG00000072501	
RPS15A	1	ENSG00000134419	
MORC2	1	ENSG00000133422	
P2RY2	1	ENSG00000175591	
ACADL	1	ENSG00000115361	
BAG4	1	ENSG00000156735	
GABARAPL2	1	ENSG00000034713	
RAE1	1	ENSG00000101146	
IK	1	ENSG00000113141	
NCOA4	1	ENSG00000266412	
MOB3B	1	ENSG00000120162	
NSD1	1	ENSG00000165671	
HNRNPDL	1	ENSG00000152795	
S100A6	1	ENSG00000197956	
SUMO3	1	ENSG00000184900	
TMA7	1	ENSG00000232112	
TNFRSF10B	1	ENSG00000120889	
HNRNPLL	1	ENSG00000143889	
YWHAG	1	ENSG00000170027	
LASP1	1	ENSG00000002834	
CCT7	1	ENSG00000135624	
APPL2	1	ENSG00000136044	
SNRPC	1	ENSG00000124562	
PTS	1	ENSG00000150787	
KCNJ11	1	ENSG00000187486	
ARNT	1	ENSG00000143437	
MTFMT	1	ENSG00000103707	
ERV3-1	1	ENSG00000213462	
HEATR3	1	ENSG00000155393	
TAF1D	1	ENSG00000166012	
MYL6B	1	ENSG00000196465	
UFC1	1	ENSG00000143222	
MAP1B	1	ENSG00000131711	
RPS12	1	ENSG00000112306	
JMJD7	1	ENSG00000243789	
HMGB3	1	ENSG00000029993	
PABIR2	1	ENSG00000156504	
TMEM18	1	ENSG00000151353	
HADHA	1	ENSG00000084754	
SKA2	1	ENSG00000182628	
CNTN2	1	ENSG00000184144	
MITD1	1	ENSG00000158411	
ZGRF1	1	ENSG00000138658	
SDF2	1	ENSG00000132581	
TALDO1	1	ENSG00000177156	
SGPL1	1	ENSG00000166224	
MRPS18B	1	ENSG00000204568	
NFIC	1	ENSG00000141905	
MMAB	1	ENSG00000139428	
ARMT1	1	ENSG00000146476	
HM13	1	ENSG00000101294	
RABGGTB	1	ENSG00000137955	
CIITA	1	ENSG00000179583	
MORN2	1	ENSG00000188010	
DDAH2	1	ENSG00000213722	
DHODH	1	ENSG00000102967	
PHAF1	1	ENSG00000125149	
RPS7	1	ENSG00000171863	
IKBIP	1	ENSG00000166130	
ANKRD9	1	ENSG00000156381	
CCDC86	1	ENSG00000110104	
LYSMD3	1	ENSG00000176018	
NHERF1	1	ENSG00000109062	
TBC1D30	1	ENSG00000111490	
HIPK1	1	ENSG00000163349	
TMSB4X	1	ENSG00000205542	
SLC2A3	1	ENSG00000059804	
CYC1	1	ENSG00000179091	
RPS20	1	ENSG00000008988	
ZNF451	1	ENSG00000112200	
TMEM68	1	ENSG00000167904	
THRAP3	1	ENSG00000054118	
DSG2	1	ENSG00000046604	
KAT6A	1	ENSG00000083168	
AIMP1	1	ENSG00000164022	
SF3B5	1	ENSG00000169976	
CHN2	1	ENSG00000106069	
ENSG00000233388	1	ENSG00000233388	
YPEL3	1	ENSG00000090238	
CDC25B	1	ENSG00000101224	
FCN1	1	ENSG00000085265	
EEF1A1P16	1	ENSG00000213235	
FUT4	1	ENSG00000196371	
CDC42BPB	1	ENSG00000198752	
TICRR	1	ENSG00000140534	
SPIB	1	ENSG00000269404	
CENPV	1	ENSG00000166582	
ZNF444	1	ENSG00000167685	
PTMAP15	1	ENSG00000255105	
AIFM2	1	ENSG00000042286	
LRRD1	1	ENSG00000240720	
GEMIN4	1	ENSG00000179409	
SPAAR	1	ENSG00000235387	
MATK	1	ENSG00000007264	
LHX6	1	ENSG00000106852	
SLX1A	1	ENSG00000132207	
BECN1	1	ENSG00000126581	
CYB561	1	ENSG00000008283	
SMYD3	1	ENSG00000185420	
ENDOD1	1	ENSG00000149218	
GTF2F2	1	ENSG00000188342	
FKBP1A	1	ENSG00000088832	
COMMD10	1	ENSG00000145781	
PDCL3	1	ENSG00000115539	
PHF20L1	1	ENSG00000129292	
AATF	1	ENSG00000275700	
ARHGEF7	1	ENSG00000102606	
SNRNP25	1	ENSG00000161981	
RPL24	1	ENSG00000114391	
CHMP1A	1	ENSG00000131165	
MEI1	1	ENSG00000167077	
RPP38	1	ENSG00000152464	
TMEM45B	1	ENSG00000151715	
HINT1	1	ENSG00000169567	
PARD6B	1	ENSG00000124171	
CYB561D1	1	ENSG00000174151	
UBE3A	1	ENSG00000114062	
PTPRS	1	ENSG00000105426	
ERH	1	ENSG00000100632	
CIAO3	1	ENSG00000103245	
RFX2	1	ENSG00000087903	
MRPL58	1	ENSG00000167862	
HS3ST1	1	ENSG00000002587	
FAM83A	1	ENSG00000147689	
PSMA1	1	ENSG00000129084	
PSMB2	1	ENSG00000126067	
PAN3	1	ENSG00000152520	
DIPK2B	1	ENSG00000147113	
ESD	1	ENSG00000139684	
TLK2	1	ENSG00000146872	
GGNBP2	1	ENSG00000278311	
UPF3B	1	ENSG00000125351	
BLCAP	1	ENSG00000166619	
HMGB1	1	ENSG00000189403	
FAM234A	1	ENSG00000167930	
RPL15	1	ENSG00000174748	
RALGAPA1	1	ENSG00000174373	
PCSK9	1	ENSG00000169174	
LILRB3	1	ENSG00000204577	
UBE2T	1	ENSG00000077152	
ELAC2	1	ENSG00000006744	
SMARCE1	1	ENSG00000073584	
KRT10	1	ENSG00000186395	
RPS24	1	ENSG00000138326	
PNRC1	1	ENSG00000146278	
RPS29	1	ENSG00000213741	
SRSF3	1	ENSG00000112081	
RPS27L	1	ENSG00000185088	
PFN2	1	ENSG00000070087	
PIK3CA	1	ENSG00000121879	
AADAC	1	ENSG00000114771	
UBE2N	1	ENSG00000177889	
TRMO	1	ENSG00000136932	
NARF	1	ENSG00000141562	
CAPN2	1	ENSG00000162909	
SPHK1	1	ENSG00000176170	
DIAPH2	1	ENSG00000147202	
FGB	1	ENSG00000171564	
ITGAL	1	ENSG00000005844	
UXS1	1	ENSG00000115652	
SEC24C	1	ENSG00000176986	
ZNF207	1	ENSG00000010244	
CDC20	1	ENSG00000117399	
YIPF4	1	ENSG00000119820	
TRAFD1	1	ENSG00000135148	
NCL	1	ENSG00000115053	
SIPA1L1	1	ENSG00000197555	
IFT122	1	ENSG00000163913	
EIF5	1	ENSG00000100664	
PAAF1	1	ENSG00000175575	
TCAF1	1	ENSG00000198420	
NSUN4	1	ENSG00000117481	
FASTKD2	1	ENSG00000118246	
METRNL	1	ENSG00000176845	
ZMIZ2	1	ENSG00000122515	
UQCRH	1	ENSG00000173660	
NBPF26	1	ENSG00000273136	
PDIA3	1	ENSG00000167004	
SUPT20H	1	ENSG00000102710	
HMBS	1	ENSG00000256269	
FADD	1	ENSG00000168040	
PAIP1	1	ENSG00000172239	
ZMYM4	1	ENSG00000146463	
PSPHP1	1	ENSG00000226278	
NME2	1	ENSG00000243678	
SKIL	1	ENSG00000136603	
TUFM	1	ENSG00000178952	
TRIM24	1	ENSG00000122779	
FUCA2	1	ENSG00000001036	
PRELID1	1	ENSG00000169230	
NIT1	1	ENSG00000158793	
ZHX3	1	ENSG00000174306	
NEK8	1	ENSG00000160602	
GYPA	1	ENSG00000170180	
PDE4DIP	1	ENSG00000178104	
XPO6	1	ENSG00000169180	
ATG10	1	ENSG00000152348	
MYO5B	1	ENSG00000167306	
CNDP1	1	ENSG00000150656	
SEM1	1	ENSG00000127922	
SRSF10	1	ENSG00000188529	
DUSP3	1	ENSG00000108861	
AIM2	1	ENSG00000163568	
SAFB	1	ENSG00000160633	
FAM161B	1	ENSG00000156050	
UBN2	1	ENSG00000157741	
CRYZL1	1	ENSG00000205758	
MCM10	1	ENSG00000065328	
GGPS1	1	ENSG00000152904	
GAR1	1	ENSG00000109534	
GBP3	1	ENSG00000117226	
GARS1	1	ENSG00000106105	
SNRPD2	1	ENSG00000125743	
INSIG2	1	ENSG00000125629	
HS6ST2	1	ENSG00000171004	
FAM98B	1	ENSG00000171262	
COPS5	1	ENSG00000121022	
STRAP	1	ENSG00000023734	
LRRK1	1	ENSG00000154237	
RPS23	1	ENSG00000186468	
NF1	1	ENSG00000196712	
ATP5MC1	1	ENSG00000159199	
SPICE1	1	ENSG00000163611	
PTPA	1	ENSG00000119383	
MT-ND3	1	ENSG00000198840	
SRP54	1	ENSG00000100883	
XRN1	1	ENSG00000114127	
TRNT1	1	ENSG00000072756	
RXRA	1	ENSG00000186350	
C1orf198	1	ENSG00000119280	
RPS6KA6	1	ENSG00000072133	
SETDB1	1	ENSG00000143379	
FEN1	1	ENSG00000168496	
H3P6	1	ENSG00000235655	
USP37	1	ENSG00000135913	
RRM1	1	ENSG00000167325	
CMTM6	1	ENSG00000091317	
CIMIP2A	1	ENSG00000188163	
MOB3A	1	ENSG00000172081	
TACC1	1	ENSG00000147526	
TRPV1	1	ENSG00000196689	
PYCR2	1	ENSG00000143811	
PAPSS1	1	ENSG00000138801	
IER3	1	ENSG00000137331	
SLC35A4	1	ENSG00000176087	
RFC3	1	ENSG00000133119	
SMAP2	1	ENSG00000084070	
DIDO1	1	ENSG00000101191	
MRPL45	1	ENSG00000278845	
TWSG1	1	ENSG00000128791	
ARHGAP28	1	ENSG00000088756	
NOL11	1	ENSG00000130935	
CYP3A5	1	ENSG00000106258	
MTERF1	1	ENSG00000127989	
STON2	1	ENSG00000140022	
LHFPL6	1	ENSG00000183722	
PSMA3	1	ENSG00000100567	
STPG1	1	ENSG00000001460	
CAMK2G	1	ENSG00000148660	
ARID4B	1	ENSG00000054267	
TMEM9B	1	ENSG00000175348	
FOXI3	1	ENSG00000214336	
EPCAM	1	ENSG00000119888	
MYORG	1	ENSG00000164976	
KIF14	1	ENSG00000118193	
BMPR2	1	ENSG00000204217	
SPINK5	1	ENSG00000133710	
MPRIP	1	ENSG00000133030	
ATP6V1G1	1	ENSG00000136888	
TFCP2	1	ENSG00000135457	
NUBP1	1	ENSG00000103274	
MPP7	1	ENSG00000150054	
TNFAIP1	1	ENSG00000109079	
PSMG1	1	ENSG00000183527	
ARK2C	1	ENSG00000141622	
COIL	1	ENSG00000121058	
NANP	1	ENSG00000170191	
RPL4	1	ENSG00000174444	
CASP9	1	ENSG00000132906	
LBR	1	ENSG00000143815	
TNFRSF21	1	ENSG00000146072	
NUSAP1	1	ENSG00000137804	
ATP5F1E	1	ENSG00000124172	
PPP2R3C	1	ENSG00000092020	
MACF1	1	ENSG00000127603	
ZNF33A	1	ENSG00000189180	
SPATS1	1	ENSG00000249481	
PTPRC	1	ENSG00000081237	
UTP25	1	ENSG00000117597	
ATP5F1A	1	ENSG00000152234	
BTD	1	ENSG00000169814	
AP1S2	1	ENSG00000182287	
ANKRD17	1	ENSG00000132466	
PPRC1	1	ENSG00000148840	
USP22	1	ENSG00000124422	
DR1	1	ENSG00000117505	
RPS3	1	ENSG00000149273	
URGCP	1	ENSG00000106608	
SLC35G2	1	ENSG00000168917	
PDHB	1	ENSG00000168291	
PSMD7	1	ENSG00000103035	
ZNF215	1	ENSG00000149054	
TFAM	1	ENSG00000108064	
LDHB	1	ENSG00000111716	
C18orf54	1	ENSG00000166845	
NCK1	1	ENSG00000158092	
BAZ2A	1	ENSG00000076108	
GALK2	1	ENSG00000156958	
EEF1A1P13	1	ENSG00000250182	
SPNS2	1	ENSG00000183018	
SLC7A1	1	ENSG00000139514	
ZCCHC4	1	ENSG00000168228	
NAA40	1	ENSG00000110583	
TRIM35	1	ENSG00000104228	
SNU13	1	ENSG00000100138	
TMTC1	1	ENSG00000133687	
MRPL50	1	ENSG00000136897	
STRC	1	ENSG00000242866	
ZNF76	1	ENSG00000065029	
KCNH1	1	ENSG00000143473	
PKP3	1	ENSG00000184363	
NPAS2	1	ENSG00000170485	
NAP1L6P	1	ENSG00000204118	
SP2	1	ENSG00000167182	
ZBTB6	1	ENSG00000186130	
ZMYND19	1	ENSG00000165724	
LDHAP7	1	ENSG00000235847	
CA1	1	ENSG00000133742	
ZSCAN18	1	ENSG00000121413	
STOX2	1	ENSG00000173320	
CGB1	1	ENSG00000267631	
RPL31P49	1	ENSG00000241680	
RPL5P1	1	ENSG00000241061	
SIRT6	1	ENSG00000077463	
PITX2	1	ENSG00000164093	
FURIN	1	ENSG00000140564	
TXNDC16	1	ENSG00000087301	
DHX16	1	ENSG00000204560	
ABHD14B	1	ENSG00000114779	
CDC42P6	1	ENSG00000237350	
ABAT	1	ENSG00000183044	
ABCA12	1	ENSG00000144452	
GPR171	1	ENSG00000174946	
RNF146	1	ENSG00000118518	
ANKRD37	1	ENSG00000186352	
CHRD	1	ENSG00000090539	
EVL	1	ENSG00000196405	
MROH6	1	ENSG00000204839	
SLC46A1	1	ENSG00000076351	
AGFG2	1	ENSG00000106351	
HIGD1AP16	1	ENSG00000219608	
PDE3A	1	ENSG00000172572	
INKA1	1	ENSG00000185614	
TGFB3	1	ENSG00000119699	
RPL5P23	1	ENSG00000240395	
RGS16	1	ENSG00000143333	
RPL21P11	1	ENSG00000242571	
MIXL1	1	ENSG00000185155	
PSMC1P4	1	ENSG00000248781	
ATXN1L	1	ENSG00000224470	
RPS3AP20	1	ENSG00000213757	
PIEZO1	1	ENSG00000103335	
BMS1P1	1	ENSG00000204177	
B3GNTL1	1	ENSG00000175711	
NPM1P5	1	ENSG00000258925	
MS4A5	1	ENSG00000166930	
ANKRD20A1	1	ENSG00000260691	
SMOC1	1	ENSG00000198732	
RPL21P116	1	ENSG00000243711	
RPL21P128	1	ENSG00000244527	
MTCO3P12	1	ENSG00000198744	
CEP164	1	ENSG00000110274	
PAICSP4	1	ENSG00000254244	
FTH1P12	1	ENSG00000213362	
PA2G4P5	1	ENSG00000225580	
RPL22P1	1	ENSG00000213178	
MIB2	1	ENSG00000197530	
PROC	1	ENSG00000115718	
SERPINI1	1	ENSG00000163536	
ING2	1	ENSG00000168556	
RHOBTB1	1	ENSG00000072422	
JAKMIP1	1	ENSG00000152969	
PSG5	1	ENSG00000204941	
NME4	1	ENSG00000103202	
OPN3	1	ENSG00000054277	
TXNIP	1	ENSG00000265972	
ATRIP	1	ENSG00000164053	
GIT1	1	ENSG00000108262	
RPSAP5	1	ENSG00000243904	
RPSAP3	1	ENSG00000242952	
RPL7P42	1	ENSG00000241825	
KIFC1	1	ENSG00000237649	
PCGF3	1	ENSG00000185619	
ZNF775	1	ENSG00000196456	
OR8D4	1	ENSG00000181518	
AKT1S1	1	ENSG00000204673	
APCDD1L	1	ENSG00000198768	
RPL23AP65	1	ENSG00000243964	
GLIS3	1	ENSG00000107249	
HACL1	1	ENSG00000131373	
ACAD8	1	ENSG00000151498	
UBE2HP1	1	ENSG00000253677	
RBM14	1	ENSG00000239306	
IRF5	1	ENSG00000128604	
MVD	1	ENSG00000167508	
RPL7AP70	1	ENSG00000235776	
SKP1P2	1	ENSG00000256211	
ZNF594	1	ENSG00000180626	
CSF3R	1	ENSG00000119535	
ZNF551	1	ENSG00000204519	
NEUROD1	1	ENSG00000162992	
ZNF511	1	ENSG00000198546	
ZNF503	1	ENSG00000165655	
SHLD2P3	1	ENSG00000189014	
DOCK4	1	ENSG00000128512	
MRGPRX4	1	ENSG00000179817	
PXYLP1	1	ENSG00000155893	
CYP4F8	1	ENSG00000186526	
SIGLEC9	1	ENSG00000129450	
NUDT17	1	ENSG00000186364	
TMEM255B	1	ENSG00000184497	
CCDC85B	1	ENSG00000175602	
CCDC81	1	ENSG00000149201	
C1orf53	1	ENSG00000203724	
OR51B5	1	ENSG00000167355	
VIL1	1	ENSG00000127831	
SRP14P2	1	ENSG00000234106	
ARHGEF34P	1	ENSG00000204959	
DNAH2	1	ENSG00000183914	
HIKESHIP2	1	ENSG00000267544	
PDF	1	ENSG00000258429	
TMEM132A	1	ENSG00000006118	
REEP2	1	ENSG00000132563	
