NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_DN	250	191		
RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP	411	297		
RYAN_MANTLE_CELL_LYMPHOMA_NOTCH_DIRECT_UP	148	97		
SABATES_COLORECTAL_ADENOMA_DN	299	112		
SABATES_COLORECTAL_ADENOMA_SIZE_DN	13	7		
SABATES_COLORECTAL_ADENOMA_SIZE_UP	24	12		
SABATES_COLORECTAL_ADENOMA_UP	140	76		
SAENZ_DETOX_PATHWAY_AND_CARCINOGENESIS_DN	15	5		
SAFFORD_T_LYMPHOCYTE_ANERGY	90	51		
SAGIV_CD24_TARGETS_DN	45	35		
SAGIV_CD24_TARGETS_UP	22	19		
SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_DN	36	23		
SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_UP	82	70		
SAKAI_TUMOR_INFILTRATING_MONOCYTES_DN	81	71		
SAKAI_TUMOR_INFILTRATING_MONOCYTES_UP	27	17		
SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_POST_TREATMENT_DN	16		Rejected!	
SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_POST_TREATMENT_UP	26	14		
SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_PRE_TREATMENT_UP	29	14		
SAMOLS_TARGETS_OF_KHSV_MIRNAS_DN	60	49		
SAMOLS_TARGETS_OF_KHSV_MIRNAS_UP	8		Rejected!	
SANA_RESPONSE_TO_IFNG_DN	87	74		
SANA_RESPONSE_TO_IFNG_UP	76	49		
SANA_TNF_SIGNALING_DN	85	58		
SANA_TNF_SIGNALING_UP	83	58		
SANCHEZ_MDM2_TARGETS	15	9		
SANDERSON_PPARA_TARGETS	15	11		
SANSOM_APC_MYC_TARGETS	241	191		
SANSOM_APC_TARGETS	209	145		
SANSOM_APC_TARGETS_DN	366	196		
SANSOM_APC_TARGETS_REQUIRE_MYC	225	177		
SANSOM_APC_TARGETS_UP	132	93		
SANSOM_WNT_PATHWAY_REQUIRE_MYC	63	46		
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN	145	108		
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	166	145		
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_DN	18	14		
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP	18	15		
SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_DN	20	15		
SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_UP	29	27		
SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION	50	27		
SASAI_TARGETS_OF_CXCR6_AND_PTCH1_DN	8		Rejected!	
SASAI_TARGETS_OF_CXCR6_AND_PTCH1_UP	14	5		
SASAKI_ADULT_T_CELL_LEUKEMIA	168	139		
SASAKI_TARGETS_OF_TP73_AND_TP63	12	10		
SASSON_FSH_RESPONSE	7	5		
SASSON_RESPONSE_TO_FORSKOLIN_DN	85	67		
SASSON_RESPONSE_TO_FORSKOLIN_UP	88	66		
SASSON_RESPONSE_TO_GONADOTROPHINS_DN	86	67		
SASSON_RESPONSE_TO_GONADOTROPHINS_UP	86	65		
SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER	47	24		
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1	422	222		
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2	47	28		
SATO_SILENCED_EPIGENETICALLY_IN_PANCREATIC_CANCER	47	22		
SAUL_SEN_MAYO	124	77		
SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_DN	54	27		
SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_UP	111	75		
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_DN	411	226		
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP	450	291		
SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_DN	467	402		
SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_UP	160	109		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_DN	10	10		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_UP	14	14		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_DN	7	5		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_UP	6		Rejected!	
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX3	5	5		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_DN	33	32		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_UP	11	9		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_DN	8	5		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_UP	11	8		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_DN	5		Rejected!	
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_UP	7		Rejected!	
SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_DN	45	35		
SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_UP	21	17		
SCHAVOLT_TARGETS_OF_TP53_AND_TP63	15	12		
SCHEIDEREIT_IKK_INTERACTING_PROTEINS	53	42		
SCHEIDEREIT_IKK_TARGETS	18	14		
SCHLESINGER_H3K27ME3_IN_NORMAL_AND_METHYLATED_IN_CANCER	28	5		
SCHLESINGER_METHYLATED_DE_NOVO_IN_CANCER	88	42		
SCHLESINGER_METHYLATED_IN_COLON_CANCER	10		Rejected!	
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_DN	26	14		
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_UP	40	27		
SCHLOSSER_MYC_AND_SERUM_RESPONSE_SYNERGY	33	28		
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_DN	48	46		
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_UP	48	48		
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	161	152		
SCHLOSSER_SERUM_RESPONSE_AUGMENTED_BY_MYC	106	85		
SCHLOSSER_SERUM_RESPONSE_DN	705	590		
SCHLOSSER_SERUM_RESPONSE_UP	126	89		
SCHMAHL_PDGF_SIGNALING	10	9		
SCHMIDT_POR_TARGETS_IN_LIMB_BUD_DN	8	6		
SCHMIDT_POR_TARGETS_IN_LIMB_BUD_UP	27	22		
SCHOEN_NFKB_SIGNALING	34	23		
SCHRAETS_MLL_TARGETS_DN	33	18		
SCHRAETS_MLL_TARGETS_UP	33	22		
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN	85	64		
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP	352	177		
SCHUHMACHER_MYC_TARGETS_DN	8	5		
SCHUHMACHER_MYC_TARGETS_UP	80	70		
SCHWAB_TARGETS_OF_BMYB_POLYMORPHIC_VARIANTS_DN	16	8		
SCHWAB_TARGETS_OF_BMYB_POLYMORPHIC_VARIANTS_UP	13	9		
SCIAN_CELL_CYCLE_TARGETS_OF_TP53_AND_TP73_DN	22	21		
SCIAN_CELL_CYCLE_TARGETS_OF_TP53_AND_TP73_UP	9	8		
SCIAN_INVERSED_TARGETS_OF_TP53_AND_TP73_DN	30	26		
SCIAN_INVERSED_TARGETS_OF_TP53_AND_TP73_UP	11	6		
SCIBETTA_KDM5B_TARGETS_DN	79	72		
SCIBETTA_KDM5B_TARGETS_UP	19	17		
SEAVEY_EPITHELIOID_HEMANGIOENDOTHELIOMA	93	58		
SEIDEN_MET_SIGNALING	20	19		
SEIDEN_ONCOGENESIS_BY_MET	89	84		
SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_DN	32	18		
SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP	75	52		
SEKI_INFLAMMATORY_RESPONSE_LPS_DN	23	6		
SEKI_INFLAMMATORY_RESPONSE_LPS_UP	76	49		
SEMBA_FHIT_TARGETS_DN	10	10		
SEMBA_FHIT_TARGETS_UP	11	10		
SEMENZA_HIF1_TARGETS	36	27		
SENESE_HDAC1_AND_HDAC2_TARGETS_DN	238	159		
SENESE_HDAC1_AND_HDAC2_TARGETS_UP	243	158		
SENESE_HDAC1_TARGETS_DN	267	175		
SENESE_HDAC1_TARGETS_UP	451	358		
SENESE_HDAC2_TARGETS_DN	133	76		
SENESE_HDAC2_TARGETS_UP	116	93		
SENESE_HDAC3_TARGETS_DN	548	419		
SENESE_HDAC3_TARGETS_UP	495	383		
SENGUPTA_EBNA1_ANTICORRELATED	161	85		
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN	358	184		
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP	305	249		
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN	175	83		
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP	404	292		
SERVITJA_ISLET_HNF1A_TARGETS_DN	110	50		
SERVITJA_ISLET_HNF1A_TARGETS_UP	167	94		
SERVITJA_LIVER_HNF1A_TARGETS_DN	166	72		
SERVITJA_LIVER_HNF1A_TARGETS_UP	137	90		
SESTO_RESPONSE_TO_UV_C0	109	96		
SESTO_RESPONSE_TO_UV_C1	74	61		
SESTO_RESPONSE_TO_UV_C2	54	51		
SESTO_RESPONSE_TO_UV_C3	22	18		
SESTO_RESPONSE_TO_UV_C4	20	19		
SESTO_RESPONSE_TO_UV_C5	46	43		
SESTO_RESPONSE_TO_UV_C6	39	34		
SESTO_RESPONSE_TO_UV_C7	70	63		
SESTO_RESPONSE_TO_UV_C8	71	64		
SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_DN	20	9		
SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_UP	67	55		
SHAFFER_IRF4_MULTIPLE_MYELOMA_PROGRAM	36	27		
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_B_LYMPHOCYTE	81	72		
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_DENDRITIC_CELL	65	52		
SHAFFER_IRF4_TARGETS_IN_MYELOMA_VS_MATURE_B_LYMPHOCYTE	101	85		
SHAFFER_IRF4_TARGETS_IN_PLASMA_CELL_VS_MATURE_B_LYMPHOCYTE	67	54		
SHANK_TAL1_TARGETS_DN	10		Rejected!	
SHARMA_ASTROCYTOMA_WITH_NF1_SYNDROM	5		Rejected!	
SHARMA_PILOCYTIC_ASTROCYTOMA_LOCATION_DN	7		Rejected!	
SHARMA_PILOCYTIC_ASTROCYTOMA_LOCATION_UP	27	16		
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A12	318	154		
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A4	197	131		
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A5	69	47		
SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6	458	399		
SHEN_SMARCA2_TARGETS_DN	322	101		
SHEN_SMARCA2_TARGETS_UP	429	414		
SHEPARD_BMYB_MORPHOLINO_DN	202	127		
SHEPARD_BMYB_MORPHOLINO_UP	212	166		
SHEPARD_BMYB_TARGETS	76	51		
SHEPARD_CRASH_AND_BURN_MUTANT_DN	191	132		
SHEPARD_CRASH_AND_BURN_MUTANT_UP	205	151		
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM1	260	191		
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM2	168	123		
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM3	74	47		
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4	288	168		
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM5	108	59		
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM6	55	38		
SHIN_B_CELL_LYMPHOMA_CLUSTER_1	13	5		
SHIN_B_CELL_LYMPHOMA_CLUSTER_2	31	21		
SHIN_B_CELL_LYMPHOMA_CLUSTER_3	28	9		
SHIN_B_CELL_LYMPHOMA_CLUSTER_5	18	9		
SHIN_B_CELL_LYMPHOMA_CLUSTER_6	12	6		
SHIN_B_CELL_LYMPHOMA_CLUSTER_7	27	23		
SHIN_B_CELL_LYMPHOMA_CLUSTER_8	37	23		
SHIN_B_CELL_LYMPHOMA_CLUSTER_9	19	10		
SHIPP_DLBCL_CURED_VS_FATAL_DN	44	32		
SHIPP_DLBCL_CURED_VS_FATAL_UP	39	13		
SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_DN	45	29		
SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP	45	42		
SHIRAISHI_PLZF_TARGETS_DN	9	5		
SHIRAISHI_PLZF_TARGETS_UP	10	6		
SHI_SPARC_TARGETS_DN	13	6		
SHI_SPARC_TARGETS_UP	24	17		
SILIGAN_BOUND_BY_EWS_FLT1_FUSION	46	27		
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_DN	18	17		
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_UP	15	12		
SIMBULAN_PARP1_TARGETS_DN	17	15		
SIMBULAN_PARP1_TARGETS_UP	30	25		
SIMBULAN_UV_RESPONSE_IMMORTALIZED_DN	31	31		
SIMBULAN_UV_RESPONSE_NORMAL_DN	33	31		
SIMBULAN_UV_RESPONSE_NORMAL_UP	9	7		
SINGH_NFE2L2_TARGETS	14	11		
SLEBOS_HEAD_AND_NECK_CANCER_WITH_HPV_UP	79	61		
SMID_BREAST_CANCER_BASAL_DN	699	415		
SMID_BREAST_CANCER_BASAL_UP	662	423		
SMID_BREAST_CANCER_ERBB2_DN	5		Rejected!	
SMID_BREAST_CANCER_ERBB2_UP	152	81		
SMID_BREAST_CANCER_LUMINAL_A_DN	18	16		
SMID_BREAST_CANCER_LUMINAL_A_UP	85	38		
SMID_BREAST_CANCER_LUMINAL_B_DN	587	291		
SMID_BREAST_CANCER_LUMINAL_B_UP	169	95		
SMID_BREAST_CANCER_NORMAL_LIKE_DN	6	5		
SMID_BREAST_CANCER_NORMAL_LIKE_UP	485	222		
SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN	324	185		
SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP	99	41		
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_DN	82	55		
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_UP	41	23		
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_DN	10	7		
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_UP	6		Rejected!	
SMID_BREAST_CANCER_RELAPSE_IN_LUNG_DN	38	12		
SMID_BREAST_CANCER_RELAPSE_IN_LUNG_UP	22	16		
SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN	32	14		
SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_UP	6		Rejected!	
SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_DN	5		Rejected!	
SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_UP	160	109		
SMIRNOV_RESPONSE_TO_IR_2HR_DN	57	45		
SMIRNOV_RESPONSE_TO_IR_2HR_UP	53	44		
SMIRNOV_RESPONSE_TO_IR_6HR_DN	114	83		
SMIRNOV_RESPONSE_TO_IR_6HR_UP	168	137		
SMITH_LIVER_CANCER	47	42		
SMITH_TERT_TARGETS_DN	87	75		
SMITH_TERT_TARGETS_UP	145	128		
SNIJDERS_AMPLIFIED_IN_HEAD_AND_NECK_TUMORS	37	30		
SOGA_COLORECTAL_CANCER_MYC_DN	71	45		
SOGA_COLORECTAL_CANCER_MYC_UP	82	79		
SONG_TARGETS_OF_IE86_CMV_PROTEIN	55	48		
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_DN	53	41		
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP	154	142		
SOUCEK_MYC_TARGETS	10		Rejected!	
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_2FC_DN	21	18		
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_2FC_UP	13	10		
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_DN	590	545		
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP	484	423		
SPIRA_SMOKERS_LUNG_CANCER_DN	14	14		
SPIRA_SMOKERS_LUNG_CANCER_UP	39	30		
STAEGE_EWING_FAMILY_TUMOR	32	11		
STAMBOLSKY_BOUND_BY_MUTATED_TP53	18	13		
STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_DN	25	13		
STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_UP	84	58		
STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN	51	37		
STAMBOLSKY_TARGETS_OF_MUTATED_TP53_UP	49	38		
STANELLE_E2F1_TARGETS	29	23		
STANHILL_HRAS_TRANSFROMATION_UP	5		Rejected!	
STARK_BRAIN_22Q11_DELETION	16	7		
STARK_HYPPOCAMPUS_22Q11_DELETION_DN	23	13		
STARK_HYPPOCAMPUS_22Q11_DELETION_UP	54	34		
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN	524	440		
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_UP	206	147		
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN	63	40		
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_UP	128	106		
STEARMAN_TUMOR_FIELD_EFFECT_UP	39	26		
STEGER_ADIPOGENESIS_DN	25	12		
STEGER_ADIPOGENESIS_UP	21	12		
STEGMEIER_PREMITOTIC_CELL_CYCLE_REGULATORS	11	11		
STEINER_ERYTHROCYTE_MEMBRANE_GENES	14	10		
STEIN_ESR1_TARGETS	83	65		
STEIN_ESRRA_TARGETS	529	427		
STEIN_ESRRA_TARGETS_DN	105	86		
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_DN	41	35		
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_UP	30	26		
STEIN_ESRRA_TARGETS_UP	385	309		
STEIN_ESTROGEN_RESPONSE_NOT_VIA_ESRRA	18	11		
STONER_ESOPHAGEAL_CARCINOGENESIS_DN	7	7		
STONER_ESOPHAGEAL_CARCINOGENESIS_UP	37	30		
STOSSI_RESPONSE_TO_ESTRADIOL	46	20		
STREICHER_LSM1_TARGETS_DN	19	14		
STREICHER_LSM1_TARGETS_UP	44	35		
SUBTIL_PROGESTIN_TARGETS	36	28		
SUH_COEXPRESSED_WITH_ID1_AND_ID2_UP	18	16		
SUMI_HNF4A_TARGETS	30	16		
SUNG_METASTASIS_STROMA_DN	54	42		
SUNG_METASTASIS_STROMA_UP	110	89		
SUZUKI_AMPLIFIED_IN_ORAL_CANCER	17	6		
SUZUKI_CTCFL_TARGETS_UP	13	6		
SUZUKI_RESPONSE_TO_TSA	18	11		
SUZUKI_RESPONSE_TO_TSA_AND_DECITABINE_1A	21	15		
SUZUKI_RESPONSE_TO_TSA_AND_DECITABINE_1B	16	9		
SU_KIDNEY	15		Rejected!	
SU_LIVER	58	23		
SU_PANCREAS	48	25		
SU_PLACENTA	30	15		
SU_SALIVARY_GLAND	14		Rejected!	
SU_TESTIS	80	52		
SU_THYMUS	20	8		
SWEET_KRAS_ONCOGENIC_SIGNATURE	89	69		
SWEET_KRAS_TARGETS_DN	66	47		
SWEET_KRAS_TARGETS_UP	83	61		
SWEET_LUNG_CANCER_KRAS_DN	422	239		
SWEET_LUNG_CANCER_KRAS_UP	484	361		
SYED_ESTRADIOL_RESPONSE	18	14		
TAGHAVI_NEOPLASTIC_TRANSFORMATION	11	8		
TAKADA_GASTRIC_CANCER_COPY_NUMBER_DN	29	20		
TAKADA_GASTRIC_CANCER_COPY_NUMBER_UP	7	7		
TAKAO_RESPONSE_TO_UVB_RADIATION_DN	98	83		
TAKAO_RESPONSE_TO_UVB_RADIATION_UP	87	72		
TAKAYAMA_BOUND_BY_AR	10	9		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN	150	76		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP	193	117		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_DN	132	78		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP	176	97		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_DN	30	11		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_UP	183	121		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_DN	45	30		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_UP	87	49		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN	206	110		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_UP	156	98		
TANAKA_METHYLATED_IN_ESOPHAGEAL_CARCINOMA	102	49		
TANG_SENESCENCE_TP53_TARGETS_DN	56	47		
TANG_SENESCENCE_TP53_TARGETS_UP	33	20		
TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_DN	38	26		
TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP	81	67		
TARTE_PLASMA_CELL_VS_PLASMABLAST_DN	307	280		
TARTE_PLASMA_CELL_VS_PLASMABLAST_UP	398	216		
TAVAZOIE_METASTASIS	108	53		
TAVOR_CEBPA_TARGETS_DN	32	21		
TAVOR_CEBPA_TARGETS_UP	51	37		
TAYLOR_METHYLATED_IN_ACUTE_LYMPHOBLASTIC_LEUKEMIA	78	59		
TCGA_GLIOBLASTOMA_COPY_NUMBER_DN	31	23		
TCGA_GLIOBLASTOMA_COPY_NUMBER_UP	75	59		
TCGA_GLIOBLASTOMA_MUTATED	8	8		
TENEDINI_MEGAKARYOCYTE_MARKERS	62	41		
TERAMOTO_OPN_TARGETS_CLUSTER_1	14	11		
TERAMOTO_OPN_TARGETS_CLUSTER_3	7	7		
TERAMOTO_OPN_TARGETS_CLUSTER_4	15	10		
TERAMOTO_OPN_TARGETS_CLUSTER_5	7		Rejected!	
TERAMOTO_OPN_TARGETS_CLUSTER_6	26	15		
TERAMOTO_OPN_TARGETS_CLUSTER_7	18	15		
TERAMOTO_OPN_TARGETS_CLUSTER_8	8	6		
TERAO_AOX4_TARGETS_HG_DN	6	5		
TERAO_AOX4_TARGETS_HG_UP	28	24		
TERAO_AOX4_TARGETS_SKIN_DN	23	16		
TERAO_AOX4_TARGETS_SKIN_UP	31	25		
TESAR_ALK_AND_JAK_TARGETS_MOUSE_ES_D4_DN	6		Rejected!	
TESAR_ALK_AND_JAK_TARGETS_MOUSE_ES_D4_UP	5		Rejected!	
TESAR_ALK_TARGETS_EPISC_3D_UP	7		Rejected!	
TESAR_ALK_TARGETS_EPISC_4D_UP	6		Rejected!	
TESAR_ALK_TARGETS_HUMAN_ES_4D_DN	6		Rejected!	
TESAR_ALK_TARGETS_HUMAN_ES_5D_DN	7		Rejected!	
TESAR_ALK_TARGETS_HUMAN_ES_5D_UP	5		Rejected!	
TESAR_JAK_TARGETS_MOUSE_ES_D3_DN	8		Rejected!	
THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_DN	227	180		
THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_UP	76	58		
THEODOROU_MAMMARY_TUMORIGENESIS	31	14		
THILLAINADESAN_ZNF217_TARGETS_DN	9	8		
THILLAINADESAN_ZNF217_TARGETS_UP	41	36		
THUM_MIR21_TARGETS_HEART_DISEASE_DN	9	6		
THUM_MIR21_TARGETS_HEART_DISEASE_UP	18	6		
THUM_SYSTOLIC_HEART_FAILURE_DN	227	168		
THUM_SYSTOLIC_HEART_FAILURE_UP	430	284		
TIAN_BHLHA15_TARGETS	16	14		
TIAN_TNF_SIGNALING_NOT_VIA_NFKB	22	19		
TIAN_TNF_SIGNALING_VIA_NFKB	26	18		
TIEN_INTESTINE_PROBIOTICS_24HR_DN	215	192		
TIEN_INTESTINE_PROBIOTICS_24HR_UP	561	523		
TIEN_INTESTINE_PROBIOTICS_2HR_DN	89	83		
TIEN_INTESTINE_PROBIOTICS_2HR_UP	30	23		
TIEN_INTESTINE_PROBIOTICS_6HR_DN	170	149		
TIEN_INTESTINE_PROBIOTICS_6HR_UP	53	47		
TIMOFEEVA_GROWTH_STRESS_VIA_STAT1_DN	16	12		
TING_SILENCED_BY_DICER	30	12		
TOMIDA_LUNG_CANCER_POOR_SURVIVAL	5		Rejected!	
TOMIDA_METASTASIS_DN	18	16		
TOMIDA_METASTASIS_UP	26	19		
TOMLINS_METASTASIS_DN	20	18		
TOMLINS_METASTASIS_UP	14	9		
TOMLINS_PROSTATE_CANCER_DN	40	35		
TOMLINS_PROSTATE_CANCER_UP	40	35		
TONG_INTERACT_WITH_PTTG1	57	49		
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_DN	18	7		
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP	159	100		
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_GRANULOCYTE_DN	18	7		
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_GRANULOCYTE_UP	54	41		
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_DN	193	110		
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP	184	126		
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_DN	56	34		
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_UP	203	163		
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINDED_IN_ERYTHROCYTE_UP	44	32		
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_GRANULOCYTE_DN	7		Rejected!	
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_GRANULOCYTE_UP	15	10		
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_MONOCYTE_DN	10		Rejected!	
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_MONOCYTE_UP	21	15		
TOOKER_GEMCITABINE_RESISTANCE_DN	123	112		
TOOKER_GEMCITABINE_RESISTANCE_UP	80	67		
TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_DN	327	220		
TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_TOP20_DN	19	14		
TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_TOP20_UP	20	9		
TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_UP	274	170		
TOYOTA_TARGETS_OF_MIR34B_AND_MIR34C	454	389		
TRAYNOR_RETT_SYNDROM_DN	15	12		
TRAYNOR_RETT_SYNDROM_UP	40	23		
TSAI_DNAJB4_TARGETS_DN	6	5		
TSAI_DNAJB4_TARGETS_UP	13	12		
TSAI_RESPONSE_TO_IONIZING_RADIATION	149	107		
TSAI_RESPONSE_TO_RADIATION_THERAPY	32	21		
TSENG_ADIPOGENIC_POTENTIAL_DN	47	29		
TSENG_ADIPOGENIC_POTENTIAL_UP	30	23		
TSENG_IRS1_TARGETS_DN	134	87		
TSENG_IRS1_TARGETS_UP	116	86		
TSUDA_ALVEOLAR_SOFT_PART_SARCOMA	10	8		
TSUNODA_CISPLATIN_RESISTANCE_DN	50	36		
